3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,G,MP,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,all_defensive
0.454,25.2,1.1,-1.7,-0.6,8.6,1.4,0.236,77.0,1840.0,-1.1,2.5,-0.6,11.0,1.5,17.3,5.4,0.474,20.6,0.1,0.8,0.02,0
0.221,13.9,0.5,-6.2,-1.6,8.0,0.1,0.277,61.0,1418.0,-4.7,1.3,-1.2,5.9,1.0,14.5,4.6,0.431,16.8,-1.5,-1.1,-0.038,0
0.006,4.1,6.1,2.5,1.5,27.2,2.3,0.465,60.0,1243.0,1.0,15.4,2.2,21.6,2.5,12.2,21.2,0.578,17.2,1.4,4.5,0.172,0
0.022,6.2,1.9,-1.9,0.4,22.1,1.4,0.28,45.0,892.0,-2.3,12.6,1.3,13.5,1.3,10.3,17.5,0.534,14.9,0.0,2.7,0.146,0
0.006,18.6,1.1,-3.1,0.8,7.8,0.5,0.28800000000000003,44.0,774.0,-3.9,3.3,-0.6,7.9,2.4,25.0,5.4,0.438,12.4,-0.2,-0.2,-0.011,0
0.025,4.3,2.4,-3.3,-0.6,17.1,0.7,0.321,69.0,1206.0,-2.7,7.6,1.8,12.1,0.5,13.4,12.3,0.596,13.9,-0.4,2.4,0.097,0
0.508,24.2,2.2,3.8,2.1,10.1,0.8,0.217,41.0,713.0,1.7,7.2,1.4,15.4,2.6,17.5,8.7,0.551,15.4,1.0,2.2,0.14800000000000002,1
0.523,10.0,1.0,-1.0,0.9,12.3,1.3,0.199,78.0,1353.0,-1.9,2.9,0.2,10.2,2.4,10.9,7.7,0.491,15.1,0.3,1.5,0.055,0
0.299,28.2,0.2,-0.6,-1.4,7.3,0.2,0.151,78.0,1324.0,0.8,1.5,2.0,14.6,1.5,11.5,4.4,0.509,21.6,0.5,2.2,0.078,0
0.429,7.2,0.9,-2.5,-0.7,10.6,0.8,0.092,73.0,1239.0,-1.7,3.3,0.0,10.4,1.8,9.2,6.9,0.491,19.6,-0.1,0.9,0.034,0
0.0,6.1,2.0,-2.7,-0.9,17.1,0.8,0.193,75.0,1249.0,-1.8,6.2,0.9,15.1,1.0,13.0,11.7,0.557,22.1,-0.2,1.7,0.065,0
0.46,7.9,1.1,-3.7,0.0,12.8,0.5,0.159,49.0,812.0,-3.6,4.4,-0.6,7.0,1.7,17.5,8.5,0.462,13.9,-0.3,-0.1,-0.005,0
0.609,27.5,0.1,0.1,0.9,9.8,1.3,0.114,78.0,1263.0,-0.8,3.7,2.0,13.0,2.9,27.1,6.6,0.595,11.7,0.7,3.2,0.123,0
0.368,5.7,1.2,-0.5,-1.6,11.9,0.6,0.218,56.0,862.0,1.1,4.5,1.5,16.8,1.0,10.7,8.1,0.583,25.3,0.3,2.1,0.117,0
0.003,6.7,1.9,-5.3,-1.5,21.3,0.9,0.34,70.0,1056.0,-3.8,13.0,-0.9,10.9,2.0,19.3,17.1,0.451,19.1,-0.9,-0.1,-0.002,0
0.469,9.8,0.8,-0.8,-1.2,9.6,0.6,0.238,61.0,902.0,0.4,2.2,1.1,13.0,0.7,11.0,6.0,0.5760000000000001,18.7,0.3,1.7,0.091,0
0.483,29.4,0.4,-5.2,-1.7,6.3,0.2,0.093,48.0,702.0,-3.5,0.6,-0.4,7.8,1.6,26.6,3.4,0.455,13.6,-0.6,-0.2,-0.012,0
0.0,2.7,5.2,-3.4,0.7,16.4,1.5,0.479,78.0,1120.0,-4.0,14.3,0.0,9.3,1.0,23.5,15.4,0.467,10.7,-0.4,1.5,0.066,0
0.261,7.0,1.8,-3.6,1.4,20.3,1.6,0.214,79.0,1061.0,-5.0,6.2,-0.9,7.1,2.0,15.4,13.5,0.404,14.0,-0.4,0.6,0.028,1
0.519,9.3,1.4,-2.7,0.9,12.2,0.3,0.07400000000000001,52.0,694.0,-3.6,1.3,0.2,6.3,1.3,17.1,6.7,0.529,9.0,-0.1,0.5,0.034,0
0.009000000000000001,6.3,3.7,-1.7,-1.0,24.4,1.2,0.313,63.0,827.0,-0.7,14.5,0.6,18.2,1.2,11.0,19.3,0.4970000000000001,22.6,0.1,1.9,0.109,0
0.34,21.6,0.5,-1.2,1.2,13.7,1.4,0.183,72.0,920.0,-2.4,3.1,0.0,11.1,2.3,23.7,8.7,0.53,17.1,0.2,1.3,0.07,0
0.161,3.0,2.1,-4.5,-0.8,12.4,0.4,0.234,63.0,803.0,-3.8,2.4,-0.3,8.4,1.2,11.1,7.4,0.485,15.3,-0.5,0.1,0.006999999999999999,0
0.227,8.2,0.0,-7.3,-1.6,7.4,0.2,0.209,47.0,577.0,-5.6,1.5,-0.6,4.8,1.2,12.7,4.4,0.433,15.7,-0.8,-0.4,-0.032,0
0.21,10.4,0.8,-4.6,-0.6,14.3,0.6,0.21,73.0,894.0,-4.0,4.6,-1.1,9.1,2.0,15.1,9.4,0.4370000000000001,20.4,-0.6,-0.5,-0.028,0
0.522,12.5,1.1,0.2,0.7,15.9,1.0,0.17800000000000002,51.0,619.0,-0.5,3.7,0.5,11.4,0.9,13.0,9.9,0.523,16.4,0.3,1.5,0.115,0
0.0,2.9,1.4,-1.2,-1.2,14.8,0.6,0.209,47.0,542.0,0.0,15.4,1.1,16.7,1.7,11.5,15.1,0.595,14.1,0.1,1.7,0.149,0
0.355,15.5,0.2,-1.4,0.0,7.4,0.3,0.257,38.0,428.0,-1.3,1.6,0.7,13.8,2.2,15.9,4.6,0.597,20.4,0.1,1.0,0.115,0
0.005,13.1,3.1,-1.6,0.3,25.5,0.7,0.228,57.0,638.0,-1.9,11.5,0.7,15.8,0.9,14.6,18.5,0.535,18.1,0.1,1.4,0.107,0
0.019,1.9,6.5,-1.6,0.7,18.9,0.7,0.398,46.0,457.0,-2.4,12.9,0.5,14.7,1.3,12.9,16.0,0.541,13.9,0.0,1.2,0.125,0
0.446,9.8,0.6,-4.2,-0.2,8.4,0.2,0.259,41.0,407.0,-4.0,2.2,0.0,7.9,2.1,13.2,5.2,0.477,16.1,-0.2,0.2,0.021,0
0.006999999999999999,5.4,0.4,-3.5,-2.6,21.3,0.4,0.381,40.0,376.0,-0.9,12.1,0.5,16.3,0.6,10.9,16.7,0.5329999999999999,23.7,-0.1,0.9,0.11,0
0.0,4.3,1.7,-5.4,-0.7,19.5,0.4,0.19,51.0,477.0,-4.7,9.6,-0.2,9.3,1.4,11.0,14.5,0.435,16.6,-0.4,0.2,0.022,0
0.204,25.6,1.3,-5.6,0.0,12.1,0.4,0.142,48.0,392.0,-5.5,0.9,-0.7,6.0,1.2,22.6,6.4,0.412,18.2,-0.4,-0.3,-0.031,0
0.18600000000000005,25.2,1.2,-3.8,-0.2,6.6,0.3,0.337,35.0,272.0,-3.5,5.5,-0.2,9.3,1.6,22.7,6.1,0.461,21.7,-0.1,0.1,0.017,0
0.35200000000000004,20.7,0.0,-9.9,-3.0,3.5,0.1,0.21600000000000005,27.0,202.0,-7.0,0.5,-0.4,5.0,1.6,13.5,2.0,0.394,25.4,-0.4,-0.3,-0.079,0
0.02,5.5,1.6,-7.3,-1.5,19.1,0.4,0.152,38.0,280.0,-5.8,5.3,-0.4,7.8,0.9,12.4,12.7,0.417,19.6,-0.4,0.0,-0.003,0
0.441,5.4,1.0,-5.4,-2.7,9.4,0.1,0.206,23.0,147.0,-2.7,4.2,0.1,11.2,0.7,7.5,7.0,0.479,24.8,-0.1,0.2,0.058,0
0.242,37.4,0.4,1.0,1.4,11.9,1.5,0.404,41.0,1404.0,-0.4,1.6,0.5,14.6,3.3,22.2,6.7,0.476,18.7,1.1,2.0,0.07,0
0.359,20.8,0.4,-2.6,-1.7,10.3,1.0,0.17800000000000002,66.0,2129.0,-0.9,1.8,0.3,11.7,1.2,17.1,5.9,0.511,21.7,-0.3,1.3,0.029,0
0.245,36.5,1.0,4.1,-0.5,11.2,0.6,0.262,51.0,1558.0,4.6,3.1,3.4,21.4,1.8,16.1,7.0,0.5660000000000001,28.7,2.4,4.1,0.125,0
0.234,14.6,0.7,-2.4,-1.7,9.4,0.3,0.231,56.0,1648.0,-0.7,4.8,0.5,12.9,1.7,14.3,7.0,0.502,22.9,-0.2,0.8,0.022,0
0.294,15.6,0.4,-1.4,1.6,9.9,2.5,0.204,59.0,1705.0,-3.0,2.8,-0.1,10.8,3.1,16.0,6.3,0.484,18.2,0.2,2.4,0.068,0
0.324,11.7,1.2,0.8,0.7,13.6,1.8,0.142,63.0,1804.0,0.1,5.7,1.6,13.3,2.1,12.2,9.6,0.513,16.7,1.3,3.4,0.09,0
0.295,30.2,0.8,-0.8,-1.4,13.5,0.5,0.278,66.0,1792.0,0.7,1.9,-0.2,14.9,1.8,12.1,7.5,0.464,25.2,0.6,0.3,0.009000000000000001,0
0.384,25.6,0.4,0.8,-1.6,8.4,0.0,0.324,65.0,1656.0,2.4,3.0,4.2,17.6,1.6,13.9,5.6,0.574,19.8,1.2,4.3,0.124,0
0.373,14.2,1.0,-1.4,-1.7,9.6,0.3,0.127,66.0,1608.0,0.3,1.7,1.4,14.9,1.6,12.0,5.7,0.545,24.7,0.2,1.7,0.05,1
0.27,6.6,1.1,3.4,1.8,16.4,2.4,0.218,64.0,1534.0,1.6,7.9,3.1,16.6,2.9,9.0,12.2,0.573,14.5,2.1,5.5,0.171,1
0.005,3.3,3.3,-4.7,-2.3,16.8,0.9,0.434,60.0,1424.0,-2.4,14.4,0.3,13.3,1.0,13.3,15.5,0.469,19.2,-1.0,1.1,0.038,0
0.0,3.1,5.9,-4.6,-0.2,20.8,1.1,0.514,63.0,1455.0,-4.5,8.6,-0.5,10.6,0.7,17.2,14.5,0.48,13.1,-1.0,0.6,0.019,0
0.0,5.5,3.6,2.2,-0.2,22.9,1.3,0.531,46.0,1037.0,2.4,16.5,3.2,21.9,1.7,12.4,19.8,0.618,18.7,1.1,4.6,0.212,0
0.407,5.0,1.6,-2.2,1.2,15.1,1.5,0.141,66.0,1431.0,-3.5,3.4,0.1,8.3,2.5,10.3,9.2,0.462,11.5,-0.1,1.5,0.052000000000000005,0
0.277,4.5,1.6,-2.1,-0.7,18.4,1.2,0.392,66.0,1418.0,-1.4,6.0,0.6,12.9,1.1,11.7,12.2,0.499,20.7,0.0,1.8,0.059,0
,26.5,0.3,-5.3,-2.1,8.6,0.1,,33.0,669.0,-3.3,3.0,-0.4,8.9,1.0,18.8,5.7,,17.6,-0.6,-0.3,-0.024,0
0.284,8.2,2.5,-2.1,0.5,19.1,1.4,0.243,63.0,1227.0,-2.6,6.4,0.1,12.1,1.7,12.7,12.8,0.484,20.4,0.0,1.5,0.059,0
0.16899999999999998,17.0,0.1,-6.3,-1.4,6.4,1.4,0.189,65.0,1260.0,-4.9,2.1,-1.4,7.9,1.8,17.7,4.3,0.452,21.8,-1.4,0.0,0.0,0
0.484,15.1,0.2,-3.4,-2.5,5.7,-0.2,0.108,61.0,1135.0,-0.9,1.6,0.5,10.8,1.3,12.5,3.5,0.495,20.4,-0.4,0.3,0.012,0
0.069,29.9,0.5,-4.2,-1.5,7.6,0.1,0.134,51.0,893.0,-2.7,1.0,0.4,12.4,1.9,16.3,4.3,0.482,19.0,-0.5,0.5,0.028,0
0.022,5.7,1.5,-2.2,0.6,20.1,1.7,0.364,56.0,934.0,-2.8,8.2,0.5,14.3,2.4,17.8,14.2,0.5579999999999999,19.5,0.0,2.2,0.113,0
0.126,9.5,0.4,-2.0,-1.4,9.3,0.4,0.401,59.0,939.0,-0.6,6.9,1.1,14.0,1.5,10.8,8.1,0.506,22.5,0.0,1.5,0.076,0
0.0,8.4,2.2,-1.7,1.0,22.2,1.2,0.084,41.0,624.0,-2.8,8.3,0.4,12.7,1.1,10.4,15.2,0.488,14.5,0.0,1.6,0.124,0
0.008,3.0,0.9,-4.3,-1.0,14.3,0.4,0.4920000000000001,42.0,630.0,-3.3,9.4,0.7,10.1,0.9,13.5,11.9,0.541,13.3,-0.4,1.2,0.08800000000000001,0
0.0,2.9,1.8,-2.1,-1.2,16.9,0.4,0.434,43.0,635.0,-0.9,11.7,1.0,14.5,1.8,11.3,14.3,0.544,14.7,0.0,1.3,0.101,0
0.396,3.3,3.0,0.1,0.6,21.0,1.0,0.174,37.0,540.0,-0.5,10.0,0.4,13.7,2.2,11.1,15.4,0.505,15.0,0.3,1.4,0.127,0
0.0,5.6,8.5,1.4,5.5,19.0,2.2,0.339,55.0,766.0,-4.0,7.7,0.6,13.6,2.6,19.2,13.6,0.579,10.8,0.7,2.7,0.17,0
,4.5,2.7,-7.8,-2.3,17.1,0.4,,42.0,568.0,-5.5,10.8,-0.5,10.4,1.5,,14.0,,21.8,-0.8,-0.2,-0.014,0
0.004,1.4,2.1,-3.0,-1.7,22.7,0.8,0.445,66.0,874.0,-1.2,13.9,0.9,14.5,1.1,16.1,18.3,0.539,17.3,-0.2,1.7,0.095,0
0.16899999999999998,19.8,1.2,-3.8,-0.3,7.8,0.1,0.28800000000000003,19.0,243.0,-3.5,4.1,0.0,9.3,1.7,20.4,5.9,0.466,15.3,-0.1,0.1,0.024,0
0.25,18.2,0.4,-5.5,-1.3,8.6,0.3,0.156,44.0,541.0,-4.2,3.6,-0.6,7.8,1.8,17.9,6.0,0.434,19.8,-0.5,-0.3,-0.029,0
0.191,26.0,0.2,-2.6,-0.7,11.7,0.5,0.268,64.0,779.0,-2.0,1.7,0.2,11.9,1.9,16.3,6.7,0.468,16.9,-0.1,0.7,0.042,0
0.047,7.3,2.3,-0.3,0.0,15.3,0.5,0.147,46.0,555.0,-0.3,8.7,0.9,15.3,1.3,8.1,11.9,0.536,17.6,0.2,1.4,0.122,0
0.136,7.4,1.1,-1.9,-0.9,16.8,0.4,0.32,42.0,479.0,-1.0,6.7,0.4,14.2,1.4,13.9,11.6,0.54,20.6,0.0,0.9,0.087,0
0.39,21.2,0.1,-3.6,-0.3,8.3,0.5,0.182,45.0,501.0,-3.3,3.4,-0.4,9.2,2.6,17.3,6.0,0.408,18.7,-0.2,0.1,0.011,0
0.125,15.0,1.1,-10.4,-3.8,7.9,-0.1,0.375,38.0,423.0,-6.6,1.8,-1.2,4.1,0.6,17.3,4.7,0.402,24.6,-0.9,-1.3,-0.15,0
0.431,8.0,0.0,-5.0,-2.4,6.6,0.1,0.069,40.0,419.0,-2.6,1.4,0.0,8.4,0.5,10.5,4.1,0.488,21.9,-0.3,0.1,0.011,0
0.423,12.6,0.9,0.1,-1.1,22.4,0.2,0.045,26.0,258.0,1.3,5.1,0.1,13.9,0.8,12.4,14.0,0.508,22.3,0.1,0.3,0.055,0
0.0,2.9,6.1,-4.7,-0.1,19.8,0.2,0.203,26.0,252.0,-4.6,6.4,-0.1,9.5,0.8,9.8,13.2,0.436,13.1,-0.2,0.2,0.029,0
0.253,20.2,0.0,-7.6,-1.5,7.0,0.4,0.18,44.0,424.0,-6.1,3.2,-1.1,4.4,1.9,22.1,5.1,0.389,22.2,-0.6,-0.8,-0.085,0
0.214,17.4,0.8,-5.0,-0.6,8.5,0.2,0.243,29.0,266.0,-4.4,2.2,-0.2,6.9,1.4,13.4,5.4,0.374,15.4,-0.2,0.0,0.001,0
0.398,17.0,0.7,-2.4,0.9,9.9,0.5,0.062,38.0,331.0,-3.3,1.5,-0.3,8.8,1.8,15.3,5.9,0.474,19.9,0.0,0.2,0.031,0
0.139,5.7,1.0,-1.3,0.5,10.1,0.6,0.7090000000000001,42.0,359.0,-1.8,7.3,0.5,12.5,1.6,11.9,8.7,0.526,14.9,0.1,1.1,0.14400000000000002,1
0.0,3.6,3.6,-3.9,-0.6,14.4,0.5,0.07400000000000001,36.0,298.0,-3.3,8.3,-0.3,11.4,0.9,10.1,11.5,0.456,22.4,-0.1,0.2,0.032,0
0.017,18.7,1.1,2.6,-0.3,26.9,3.4,0.505,82.0,3112.0,3.0,10.2,6.5,21.9,1.0,11.7,18.6,0.5489999999999999,27.3,3.6,9.8,0.152,0
0.118,36.0,1.0,-0.8,-0.8,12.8,1.9,0.404,69.0,2606.0,0.0,1.5,0.3,15.8,2.4,18.6,6.9,0.494,23.8,0.8,2.2,0.041,1
0.364,9.0,0.5,0.2,-0.4,18.9,1.8,0.244,82.0,2541.0,0.6,4.7,3.4,13.5,1.6,13.8,11.7,0.598,13.5,1.4,5.3,0.1,0
0.0,0.0,4.5,-7.1,-2.7,20.3,0.0,0.0,4.0,18.0,-4.3,0.0,0.0,7.8,0.0,25.0,10.1,0.667,10.2,0.0,0.0,0.008,0
0.002,7.5,1.6,0.4,-0.5,20.4,1.9,0.424,80.0,2222.0,0.9,13.0,4.7,18.0,2.3,11.0,16.5,0.575,15.4,1.4,6.6,0.14300000000000002,0
0.424,11.0,2.0,-1.7,-0.4,10.4,0.9,0.135,79.0,2069.0,-1.3,2.7,0.4,10.2,1.4,11.6,6.4,0.491,16.8,0.2,1.3,0.03,0
0.0,3.8,3.2,-0.9,-0.8,22.3,1.1,0.343,65.0,1602.0,-0.2,12.1,2.9,15.8,1.3,10.1,17.1,0.583,13.3,0.4,4.0,0.119,0
0.256,19.8,0.2,-3.8,-2.3,8.6,0.5,0.168,42.0,1027.0,-1.5,3.4,-1.0,11.8,2.0,13.4,5.9,0.456,27.0,-0.5,-0.6,-0.026,0
0.083,13.4,0.6,-2.2,0.4,16.9,2.2,0.236,78.0,1797.0,-2.6,2.7,0.0,10.8,1.4,12.0,9.8,0.484,17.0,-0.1,2.3,0.06,0
0.239,24.2,1.1,-2.2,0.2,9.8,1.6,0.274,81.0,1841.0,-2.4,4.4,-1.3,10.8,2.6,26.3,7.1,0.499,17.9,-0.1,0.3,0.008,1
0.297,6.2,2.3,-4.0,-0.6,12.0,0.5,0.092,44.0,947.0,-3.4,3.2,-0.8,9.0,1.9,12.9,7.5,0.476,17.5,-0.5,-0.3,-0.016,0
0.487,9.1,0.2,-0.3,-0.8,11.8,1.4,0.165,80.0,1685.0,0.5,1.5,2.1,13.1,0.8,10.3,6.8,0.578,20.6,0.7,3.5,0.099,0
0.349,8.3,1.5,-0.1,1.4,16.3,1.9,0.256,61.0,1265.0,-1.6,3.3,0.5,13.0,2.5,13.7,9.8,0.542,17.8,0.6,2.4,0.091,1
0.0,4.2,3.5,-3.2,-0.6,19.1,1.4,0.416,78.0,1535.0,-2.6,12.9,1.5,13.8,1.0,13.5,16.0,0.542,17.1,-0.5,2.9,0.091,0
0.012,4.2,2.0,-5.8,-2.2,14.0,0.3,0.456,37.0,701.0,-3.6,12.0,-0.3,11.7,1.1,15.5,13.0,0.498,22.1,-0.7,0.0,0.002,0
0.35200000000000004,6.4,1.3,-2.8,-0.1,15.4,1.4,0.293,81.0,1452.0,-2.7,6.1,-0.8,9.6,2.1,18.3,10.8,0.499,17.3,-0.3,0.7,0.022,0
0.0,5.4,6.4,-3.8,0.6,11.4,0.7,0.28800000000000003,58.0,1030.0,-4.4,8.6,0.0,9.7,1.1,16.1,10.0,0.472,12.8,-0.5,0.7,0.032,0
0.318,14.8,0.6,-3.5,-1.2,13.2,0.4,0.322,54.0,933.0,-2.3,4.3,-0.4,10.4,1.7,16.0,8.6,0.486,19.1,-0.4,0.0,0.002,0
0.253,10.2,1.3,-2.2,-1.1,9.8,0.4,0.331,72.0,1218.0,-1.2,4.0,0.8,10.7,1.3,17.3,6.9,0.578,15.3,-0.1,1.2,0.048,0
0.006999999999999999,7.6,3.0,0.3,-0.1,14.9,0.7,0.157,52.0,868.0,0.4,11.2,1.7,16.7,1.0,9.8,13.1,0.574,16.1,0.5,2.4,0.134,0
0.004,5.2,3.0,-0.9,-0.3,17.0,0.8,0.399,65.0,1063.0,-0.6,10.2,1.8,15.3,1.4,11.3,13.5,0.5820000000000001,13.9,0.3,2.6,0.119,0
0.0,3.2,6.5,-3.5,1.7,16.3,1.8,0.187,60.0,872.0,-5.2,7.7,-0.7,11.0,1.3,11.6,11.9,0.448,17.6,-0.3,1.0,0.057,0
0.0,5.1,3.1,-3.0,1.6,15.8,1.1,0.541,41.0,595.0,-4.6,7.9,0.3,10.3,1.3,19.8,12.1,0.593,13.7,-0.1,1.4,0.115,0
0.32,7.6,2.0,-3.7,-0.4,18.9,0.7,0.126,49.0,640.0,-3.3,7.5,-0.1,10.1,1.2,6.9,13.2,0.444,16.8,-0.3,0.6,0.048,0
0.212,9.7,0.6,-2.9,-0.8,12.5,0.7,0.319,63.0,791.0,-2.0,4.2,0.3,11.7,1.5,12.9,8.5,0.524,20.1,-0.2,0.9,0.055,0
0.005,5.3,1.6,-0.8,0.5,19.8,1.1,0.733,60.0,738.0,-1.3,11.6,1.1,16.0,2.0,11.2,15.8,0.55,17.7,0.2,2.3,0.149,0
0.0,4.2,3.5,-4.7,-0.4,16.4,0.5,0.391,45.0,524.0,-4.3,10.0,0.1,10.8,1.4,18.3,13.2,0.523,16.2,-0.3,0.6,0.053,0
0.278,5.9,1.1,-2.3,0.1,10.8,0.7,0.189,66.0,734.0,-2.4,3.8,0.2,8.5,1.3,7.6,7.3,0.482,13.7,-0.1,0.9,0.06,0
0.056,26.7,1.4,-0.6,-1.0,8.6,0.2,0.389,42.0,438.0,0.4,7.9,0.2,14.7,1.6,12.9,8.2,0.468,20.5,0.2,0.5,0.054000000000000006,0
0.087,25.5,0.3,-5.0,-0.5,10.3,0.4,0.183,43.0,442.0,-4.5,1.8,-0.5,7.6,2.1,21.5,6.1,0.406,15.9,-0.3,-0.1,-0.016,0
0.39,10.3,1.3,-2.9,-1.3,12.8,0.2,0.273,42.0,419.0,-1.6,5.9,0.1,10.8,1.4,9.9,9.3,0.464,19.5,-0.1,0.3,0.035,0
0.009000000000000001,8.5,3.0,2.1,0.6,16.1,0.4,0.322,49.0,463.0,1.5,9.3,1.2,18.8,1.9,12.6,12.6,0.6779999999999999,14.9,0.5,1.6,0.16699999999999998,0
0.0,4.0,3.6,-4.0,1.6,17.5,0.2,0.267,18.0,142.0,-5.6,11.1,0.0,7.0,1.8,32.3,14.4,0.537,7.9,-0.1,0.2,0.066,0
0.119,28.1,0.3,-5.1,-1.9,11.5,0.2,0.218,38.0,277.0,-3.3,4.7,-0.4,9.3,1.0,25.6,7.9,0.4970000000000001,25.1,-0.2,-0.3,-0.044,0
0.16899999999999998,24.9,1.4,-6.6,-1.9,11.2,0.1,0.254,22.0,159.0,-4.7,4.8,-0.5,6.8,1.6,21.5,7.9,0.389,23.2,-0.2,-0.4,-0.112,0
0.0,5.1,3.5,-7.1,-0.5,12.2,0.3,0.348,41.0,215.0,-6.6,10.3,0.0,10.0,1.0,20.0,11.3,0.532,20.2,-0.3,0.3,0.057,0
0.121,26.1,0.7,1.3,0.0,13.6,2.1,0.399,72.0,2677.0,1.3,2.8,3.3,18.2,2.1,13.6,8.1,0.529,26.2,2.2,5.4,0.097,0
0.332,24.6,0.5,0.7,-0.5,12.0,1.6,0.175,80.0,2896.0,1.1,1.8,3.0,16.3,2.5,16.5,6.8,0.568,21.8,2.0,4.7,0.077,0
0.319,29.6,0.5,0.7,0.2,10.4,3.9,0.225,82.0,2671.0,0.5,2.0,0.3,14.5,2.1,13.0,6.0,0.475,26.1,1.8,4.2,0.075,0
0.226,24.7,0.1,-2.9,-2.1,8.1,0.7,0.284,81.0,2339.0,-0.8,1.1,-0.6,13.0,1.8,17.9,4.6,0.511,24.2,-0.5,0.1,0.002,0
0.191,4.2,1.1,-1.3,-0.6,16.5,1.5,0.292,80.0,2232.0,-0.7,9.9,2.9,13.9,1.9,10.8,13.0,0.545,15.7,0.4,4.4,0.095,0
0.146,32.9,0.1,-0.8,-1.8,8.6,1.1,0.221,76.0,2109.0,0.9,2.2,1.9,16.5,1.9,18.9,5.3,0.546,23.1,0.6,2.9,0.067,0
0.0,5.0,3.6,-2.0,0.5,19.2,3.5,0.278,82.0,2204.0,-2.4,11.6,1.2,13.8,1.2,13.9,15.4,0.521,16.7,0.0,4.7,0.103,0
0.354,10.3,0.4,0.9,-1.4,8.9,0.9,0.2,73.0,1872.0,2.3,4.4,3.1,17.4,1.6,7.3,6.6,0.55,25.3,1.4,4.0,0.103,0
0.302,7.7,0.6,-1.1,-0.8,16.5,1.4,0.259,77.0,1931.0,-0.3,4.4,1.1,13.0,1.4,11.6,10.4,0.529,19.4,0.4,2.5,0.063,0
0.292,9.0,0.6,-0.5,0.0,8.0,1.9,0.342,82.0,2025.0,-0.6,3.0,2.6,12.3,1.6,12.5,5.6,0.5920000000000001,16.5,0.8,4.6,0.108,0
0.306,24.4,0.8,-1.7,-0.6,9.1,1.0,0.165,73.0,1767.0,-1.1,3.7,0.2,12.3,2.3,21.9,6.4,0.526,18.4,0.1,1.2,0.032,1
0.429,12.3,0.9,0.5,1.2,12.7,2.5,0.415,76.0,1738.0,-0.7,3.2,2.0,14.0,2.4,13.4,8.1,0.551,20.4,1.1,4.5,0.124,0
0.154,22.4,0.4,-2.8,-0.8,20.6,1.3,0.221,78.0,1764.0,-2.0,2.9,-1.5,11.5,1.3,14.8,11.4,0.459,21.8,-0.4,-0.3,-0.006999999999999999,0
0.031,4.9,0.8,-2.8,-1.3,10.9,0.3,0.379,77.0,1664.0,-1.5,4.8,2.0,12.5,1.3,9.4,7.9,0.5539999999999999,18.1,-0.3,2.3,0.066,0
0.213,24.2,0.1,1.1,-0.4,7.1,0.9,0.359,65.0,1318.0,1.5,3.7,2.9,16.4,1.8,15.4,5.4,0.6,18.0,1.0,3.7,0.135,0
0.441,9.7,0.5,0.5,-0.7,14.6,1.2,0.154,74.0,1488.0,1.1,2.8,1.9,14.1,1.2,7.4,8.5,0.545,19.4,0.9,3.1,0.1,0
0.448,16.6,0.2,-0.4,-0.8,7.2,0.4,0.174,56.0,1087.0,0.5,4.1,1.8,14.9,2.0,11.6,5.6,0.5710000000000001,19.8,0.5,2.2,0.097,0
0.004,7.1,1.9,-0.7,0.4,25.1,2.8,0.325,82.0,1494.0,-1.0,16.0,1.8,17.7,1.8,16.5,20.6,0.564,20.8,0.5,4.6,0.147,0
0.362,8.3,0.3,-3.5,-1.9,10.4,0.1,0.156,76.0,1384.0,-1.6,2.6,0.3,9.6,0.7,13.4,6.4,0.527,17.4,-0.5,0.4,0.014,0
0.005,1.2,5.5,-1.5,0.9,21.9,2.4,0.249,73.0,1323.0,-2.4,12.3,1.3,15.2,1.0,14.2,17.2,0.562,16.2,0.2,3.7,0.134,1
0.113,6.2,1.2,-3.1,-1.7,11.0,0.7,0.35200000000000004,80.0,1321.0,-1.5,6.8,0.6,13.0,1.3,14.1,8.9,0.518,22.1,-0.4,1.2,0.044,0
0.193,31.5,0.6,-1.8,-0.1,9.6,1.4,0.196,81.0,1269.0,-1.7,2.0,0.5,11.8,1.6,17.5,5.9,0.478,17.1,0.1,1.9,0.071,0
0.4920000000000001,20.5,0.2,-0.5,-0.4,9.7,0.8,0.212,56.0,865.0,-0.1,1.5,0.4,14.0,2.0,13.2,5.6,0.53,22.7,0.3,1.2,0.065,0
0.229,8.1,1.0,-2.6,-0.6,20.6,0.9,0.197,63.0,891.0,-2.0,6.7,0.4,12.1,0.9,9.1,13.4,0.4970000000000001,20.2,-0.1,1.3,0.07,0
0.01,5.2,2.5,-3.5,-1.4,18.7,0.6,0.338,47.0,624.0,-2.1,13.5,0.8,15.0,1.1,11.5,16.0,0.528,18.7,-0.2,1.4,0.105,0
0.322,6.3,2.4,-1.8,-0.1,19.8,0.7,0.19,69.0,915.0,-1.7,4.2,0.6,12.8,1.5,13.1,11.5,0.546,18.5,0.1,1.3,0.067,0
0.018000000000000002,6.7,3.2,-4.1,-1.0,16.0,0.4,0.318,60.0,783.0,-3.1,7.9,0.9,12.2,0.8,10.8,11.9,0.546,15.2,-0.4,1.3,0.08,0
